scheme,alpha,pattern,num_ops,seconds,avg_bandwidth_bytes,avg_buckets_read,avg_buckets_written
path_oram,0,zipf_like,1000,0.11309645901201293,10752.0,21.0,21.0
seal,0,zipf_like,1000,0.12129020900465548,10752.0,21.0,21.0
seal,1,zipf_like,1000,0.11867320799501613,10240.0,20.0,20.0
seal,2,zipf_like,1000,0.10528383302153088,9728.0,19.0,19.0
seal,3,zipf_like,1000,0.09817937499610707,9216.0,18.0,18.0
seal,4,zipf_like,1000,0.08961825000005774,8704.0,17.0,17.0
