scheme,alpha,pattern,num_ops,seconds,avg_bandwidth_bytes,avg_buckets_read,avg_buckets_written
path_oram,0,hot_set,1000,0.11086575000081211,10752.0,21.0,21.0
seal,0,hot_set,1000,0.11343362499610521,10752.0,21.0,21.0
seal,1,hot_set,1000,0.11250729201128706,10240.0,20.0,20.0
seal,2,hot_set,1000,0.10461058298824355,9728.0,19.0,19.0
seal,3,hot_set,1000,0.09818891700706445,9216.0,18.0,18.0
seal,4,hot_set,1000,0.09123375001945533,8704.0,17.0,17.0
