scheme,alpha,pattern,num_ops,seconds,avg_bandwidth_bytes,avg_buckets_read,avg_buckets_written
path_oram,0,hot_set,1000,0.1158386250026524,10752.0,21.0,21.0
seal,0,hot_set,1000,0.12234733300283551,10752.0,21.0,21.0
seal,1,hot_set,1000,0.11399279101169668,10240.0,20.0,20.0
seal,2,hot_set,1000,0.10795766700175591,9728.0,19.0,19.0
seal,3,hot_set,1000,0.09896708399173804,9216.0,18.0,18.0
seal,4,hot_set,1000,0.0905812079727184,8704.0,17.0,17.0
